Source,Target,Type,Id,Label,timeset,Weight,source_label,target_label,source modularity,target modularity,,,,,3,0,5,4,1,2,
81,517,Directed,2834,,<[2012.0]>,"<[2012.0, 1.0]>",chemical_engineering,security,0,5,,,,,,,,,,,
38,454,Directed,2835,,<[2012.0]>,"<[2012.0, 1.0]>",augmented_reality,power_grid,3,0,,,,,,,,,,,
123,314,Directed,2836,,<[2010.0]>,"<[2010.0, 1.0]>",consumer_research,information_services,5,5,,,,,,,,,,,
246,558,Directed,2837,,<[2010.0]>,"<[2010.0, 1.0]>",food_processing,solar,4,0,,,,,,,,,,,
141,518,Directed,2838,,<[2011.0]>,"<[2011.0, 1.0]>",creative_agency,sem,3,3,,,,,,,,,,,
363,410,Directed,2839,,<[2012.0]>,"<[2012.0, 2.0]>",manufacturing,nuclear,0,0,,,,,,,,,,,
27,556,Directed,2840,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 19.0]; [2011.0, 30.0]; [2012.0, 34.0]>",apps,software,3,5,,,,,,,,,,,
150,538,Directed,2841,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",cyber_security,smart_home,5,0,,,,,,,,,,,
452,543,Directed,2842,,<[2011.0]>,"<[2011.0, 1.0]>",politics,social,3,3,,,,,,,,,,,
301,522,Directed,2843,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",identity_management,sensor,5,0,,,,,,,,,,,
311,348,Directed,2844,,<[2012.0]>,"<[2012.0, 2.0]>",industrial_engineering,lighting,0,0,,,,,,,,,,,
62,171,Directed,2845,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",broadcasting,digital_marketing,3,3,,,,,,,,,,,
265,502,Directed,2846,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 2.0]>",gift_card,retail,3,4,,,,,,,,,,,
81,116,Directed,2847,,<[2012.0]>,"<[2012.0, 1.0]>",chemical_engineering,construction,0,0,,,,,,,,,,,
318,602,Directed,2848,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 6.0]; [2012.0, 10.0]>",insurance,venture_capital,1,1,,,,,,,,,,,
244,624,Directed,2849,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",food_and_beverage,waste_management,4,0,,,,,,,,,,,
64,117,Directed,2850,,<[2011.0]>,"<[2011.0, 1.0]>",building_maintenance,consulting,0,5,,,,,,,,,,,
210,369,Directed,2851,,<[2011.0]>,"<[2011.0, 1.0]>",enterprise_applications,marketing_automation,5,3,,,,,,,,,,,
244,309,Directed,2852,,<[2011.0]>,"<[2011.0, 1.0]>",food_and_beverage,industrial_automation,4,0,,,,,,,,,,,
471,472,Directed,2853,,<[2010.0]>,"<[2010.0, 1.0]>",professional_services,project_management,5,0,,,,,,,,,,,
158,241,Directed,2854,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",database,flash_storage,5,5,,,,,,,,,,,
162,573,Directed,2855,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 1.0]>",delivery,telecommunications,4,3,,,,,,,,,,,
212,623,Directed,2856,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",enterprise_software,warehousing,5,0,,,,,,,,,,,
103,171,Directed,2857,,<[2010.0]>,"<[2010.0, 1.0]>",commercial,digital_marketing,0,3,,,,,,,,,,,
409,435,Directed,2858,,<[2011.0]>,"<[2011.0, 2.0]>",non_profit,payments,3,1,,,,,,,,,,,
443,507,Directed,2859,,<[2012.0]>,"<[2012.0, 1.0]>",pharmaceutical,risk_management,2,1,,,,,,,,,,,
467,625,Directed,2860,,<[2011.0]>,"<[2011.0, 1.0]>",product_research,water,0,0,,,,,,,,,,,
69,543,Directed,2861,,<[2011.0]>,"<[2011.0, 1.0]>",business_travel,social,4,3,,,,,,,,,,,
4,212,Directed,2862,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 8.0]; [2011.0, 11.0]; [2012.0, 8.0]>",ad_network,enterprise_software,3,5,,,,,,,,,,,
525,564,Directed,2863,,<[2012.0]>,"<[2012.0, 1.0]>",service_industry,stock_exchanges,0,1,,,,,,,,,,,
40,465,Directed,2864,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 2.0]; [2012.0, 6.0]>",automotive,product_design,0,0,,,,,,,,,,,
85,268,Directed,2865,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 1.0]; [2012.0, 2.0]>",civil_engineering,government,0,5,,,,,,,,,,,
244,471,Directed,2866,,<[2011.0]>,"<[2011.0, 2.0]>",food_and_beverage,professional_services,4,5,,,,,,,,,,,
184,555,Directed,2867,,<[2012.0]>,"<[2012.0, 1.0]>",e-commerce_platforms,social_shopping,4,4,,,,,,,,,,,
37,67,Directed,2868,,<[2012.0]>,"<[2012.0, 1.0]>",audio,business_information_systems,3,5,,,,,,,,,,,
134,323,Directed,2869,,<[2010.0]>,"<[2010.0, 1.0]>",corporate_training,internet,1,3,,,,,,,,,,,
343,591,Directed,2870,,"<[2010.0, 2011.0]>","<[2010.0, 3.0]; [2011.0, 2.0]>",leisure,travel_accommodations,4,4,,,,,,,,,,,
145,486,Directed,2871,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",crm,real_estate_investment,5,1,,,,,,,,,,,
315,523,Directed,2872,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 1.0]>",information_technology,seo,5,3,,,,,,,,,,,
189,597,Directed,2873,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 5.0]>",education,universities,1,2,,,,,,,,,,,
103,435,Directed,2874,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",commercial,payments,0,1,,,,,,,,,,,
233,315,Directed,2875,,<[2010.0]>,"<[2010.0, 1.0]>",film,information_technology,3,5,,,,,,,,,,,
490,586,Directed,2876,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 2.0]>",recruiting,training,1,5,,,,,,,,,,,
91,387,Directed,2877,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",cloud_data_services,mobile_apps,5,3,,,,,,,,,,,
284,419,Directed,2878,,<[2012.0]>,"<[2012.0, 1.0]>",higher_education,online_portals,1,3,,,,,,,,,,,
20,32,Directed,2879,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",analytics,artificial_intelligence,5,5,,,,,,,,,,,
2,239,Directed,2880,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 3.0]>",accounting,fintech,5,1,,,,,,,,,,,
11,294,Directed,2881,,<[2011.0]>,"<[2011.0, 1.0]>",advertising_platforms,hospitality,3,4,,,,,,,,,,,
222,428,Directed,2882,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 3.0]>",facility_management,outsourcing,0,5,,,,,,,,,,,
171,212,Directed,2883,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 2.0]>",digital_marketing,enterprise_software,3,5,,,,,,,,,,,
415,637,Directed,2884,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 1.0]>",oil_and_gas,wholesale,0,0,,,,,,,,,,,
200,363,Directed,2885,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 4.0]; [2012.0, 1.0]>",embedded_systems,manufacturing,3,0,,,,,,,,,,,
593,605,Directed,2886,,<[2011.0]>,"<[2011.0, 2.0]>",tutoring,video,1,3,,,,,,,,,,,
171,298,Directed,2887,,<[2010.0]>,"<[2010.0, 2.0]>",digital_marketing,human_resources,3,1,,,,,,,,,,,
323,376,Directed,2888,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",internet,meeting_software,3,5,,,,,,,,,,,
91,183,Directed,2889,,"<[2010.0, 2012.0]>","<[2010.0, 4.0]; [2012.0, 1.0]>",cloud_data_services,e-commerce,5,4,,,,,,,,,,,
214,626,Directed,2890,,<[2010.0]>,"<[2010.0, 1.0]>",environmental_engineering,water_purification,0,0,,,,,,,,,,,
74,586,Directed,2891,,<[2012.0]>,"<[2012.0, 1.0]>",career_planning,training,5,5,,,,,,,,,,,
360,382,Directed,2892,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 3.0]; [2012.0, 5.0]>",machinery_manufacturing,mining,0,0,,,,,,,,,,,
39,586,Directed,2893,,<[2012.0]>,"<[2012.0, 1.0]>",auto_insurance,training,1,5,,,,,,,,,,,
103,365,Directed,2894,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",commercial,marine_technology,0,0,,,,,,,,,,,
4,429,Directed,2895,,<[2012.0]>,"<[2012.0, 1.0]>",ad_network,paas,3,3,,,,,,,,,,,
115,259,Directed,2896,,<[2012.0]>,"<[2012.0, 1.0]>",console_games,gambling,3,3,,,,,,,,,,,
477,561,Directed,2897,,<[2011.0]>,"<[2011.0, 1.0]>",public_relations,sporting_goods,3,4,,,,,,,,,,,
80,558,Directed,2898,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",chemical,solar,0,0,,,,,,,,,,,
158,315,Directed,2899,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 13.0]; [2011.0, 5.0]; [2012.0, 6.0]>",database,information_technology,5,5,,,,,,,,,,,
218,579,Directed,2900,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 5.0]; [2012.0, 5.0]>",events,ticketing,3,3,,,,,,,,,,,
55,80,Directed,2901,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",biopharma,chemical,2,0,,,,,,,,,,,
48,370,Directed,2902,,<[2012.0]>,"<[2012.0, 2.0]>",beauty,marketplace,4,4,,,,,,,,,,,
130,314,Directed,2903,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 3.0]>",content_discovery,information_services,3,5,,,,,,,,,,,
502,628,Directed,2904,,<[2010.0]>,"<[2010.0, 2.0]>",retail,wearables,4,4,,,,,,,,,,,
238,337,Directed,2905,,<[2012.0]>,"<[2012.0, 2.0]>",financial_services,law_enforcement,1,5,,,,,,,,,,,
27,364,Directed,2906,,<[2011.0]>,"<[2011.0, 1.0]>",apps,mapping_services,3,5,,,,,,,,,,,
164,556,Directed,2907,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",dental,software,2,5,,,,,,,,,,,
244,361,Directed,2908,,<[2010.0]>,"<[2010.0, 1.0]>",food_and_beverage,management_consulting,4,5,,,,,,,,,,,
352,573,Directed,2909,,<[2010.0]>,"<[2010.0, 1.0]>",local,telecommunications,3,3,,,,,,,,,,,
54,406,Directed,2910,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",biometrics,nfc,0,5,,,,,,,,,,,
369,378,Directed,2911,,<[2012.0]>,"<[2012.0, 1.0]>",marketing_automation,messaging,3,3,,,,,,,,,,,
525,605,Directed,2912,,"<[2010.0, 2011.0]>","<[2010.0, 3.0]; [2011.0, 2.0]>",service_industry,video,0,3,,,,,,,,,,,
318,343,Directed,2913,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",insurance,leisure,1,4,,,,,,,,,,,
206,207,Directed,2914,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 4.0]; [2012.0, 1.0]>",energy_efficiency,energy_management,0,0,,,,,,,,,,,
131,357,Directed,2915,,<[2012.0]>,"<[2012.0, 1.0]>",content_marketing,logistics,3,0,,,,,,,,,,,
15,494,Directed,2916,,<[2010.0]>,"<[2010.0, 1.0]>",agriculture,renewable_energy,0,0,,,,,,,,,,,
539,622,Directed,2917,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",sms,voip,3,3,,,,,,,,,,,
62,244,Directed,2918,,<[2012.0]>,"<[2012.0, 1.0]>",broadcasting,food_and_beverage,3,4,,,,,,,,,,,
6,236,Directed,2919,,<[2011.0]>,"<[2011.0, 1.0]>",ad_server,finance,3,1,,,,,,,,,,,
118,326,Directed,2920,,<[2012.0]>,"<[2012.0, 1.0]>",consumer,ios,4,3,,,,,,,,,,,
125,315,Directed,2921,,"<[2010.0, 2011.0]>","<[2010.0, 3.0]; [2011.0, 2.0]>",consumer_software,information_technology,5,5,,,,,,,,,,,
239,261,Directed,2922,,<[2011.0]>,"<[2011.0, 1.0]>",fintech,gaming,1,3,,,,,,,,,,,
362,535,Directed,2923,,<[2011.0]>,"<[2011.0, 1.0]>",management_information_systems,small_and_medium_businesses,5,5,,,,,,,,,,,
87,315,Directed,2924,,<[2012.0]>,"<[2012.0, 1.0]>",clean_energy,information_technology,0,5,,,,,,,,,,,
196,461,Directed,2925,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",electronics,privacy,0,5,,,,,,,,,,,
60,246,Directed,2926,,<[2011.0]>,"<[2011.0, 2.0]>",brand_marketing,food_processing,3,4,,,,,,,,,,,
110,495,Directed,2927,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",compliance,rental,5,0,,,,,,,,,,,
118,228,Directed,2928,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 3.0]; [2012.0, 1.0]>",consumer,fast-moving_consumer_goods,4,4,,,,,,,,,,,
209,318,Directed,2929,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",enterprise,insurance,5,1,,,,,,,,,,,
86,183,Directed,2930,,"<[2011.0, 2012.0]>","<[2011.0, 3.0]; [2012.0, 2.0]>",classifieds,e-commerce,3,4,,,,,,,,,,,
157,218,Directed,2931,,<[2011.0]>,"<[2011.0, 1.0]>",data_visualization,events,5,3,,,,,,,,,,,
162,316,Directed,2932,,<[2010.0]>,"<[2010.0, 1.0]>",delivery,infrastructure,4,0,,,,,,,,,,,
103,501,Directed,2933,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 2.0]>",commercial,restaurants,0,4,,,,,,,,,,,
298,514,Directed,2934,,<[2012.0]>,"<[2012.0, 1.0]>",human_resources,scheduling,1,5,,,,,,,,,,,
129,323,Directed,2935,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",content_delivery_network,internet,3,3,,,,,,,,,,,
286,510,Directed,2936,,<[2012.0]>,"<[2012.0, 2.0]>",home_decor,sales,4,0,,,,,,,,,,,
85,472,Directed,2937,,<[2011.0]>,"<[2011.0, 3.0]>",civil_engineering,project_management,0,0,,,,,,,,,,,
269,471,Directed,2938,,<[2012.0]>,"<[2012.0, 1.0]>",govtech,professional_services,5,5,,,,,,,,,,,
98,523,Directed,2939,,<[2012.0]>,"<[2012.0, 1.0]>",collaboration,seo,5,3,,,,,,,,,,,
136,330,Directed,2940,,<[2010.0]>,"<[2010.0, 1.0]>",cosmetics,jewelry,4,4,,,,,,,,,,,
60,117,Directed,2941,,"<[2011.0, 2012.0]>","<[2011.0, 7.0]; [2012.0, 8.0]>",brand_marketing,consulting,3,5,,,,,,,,,,,
502,626,Directed,2942,,<[2011.0]>,"<[2011.0, 1.0]>",retail,water_purification,4,0,,,,,,,,,,,
501,587,Directed,2943,,<[2011.0]>,"<[2011.0, 1.0]>",restaurants,transaction_processing,4,1,,,,,,,,,,,
116,285,Directed,2944,,<[2012.0]>,"<[2012.0, 1.0]>",construction,home_and_garden,0,4,,,,,,,,,,,
363,440,Directed,2945,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 8.0]; [2011.0, 4.0]; [2012.0, 6.0]>",manufacturing,personal_health,0,2,,,,,,,,,,,
238,636,Directed,2946,,<[2012.0]>,"<[2012.0, 2.0]>",financial_services,wellness,1,2,,,,,,,,,,,
263,616,Directed,2947,,<[2012.0]>,"<[2012.0, 1.0]>",geospatial,virtual_reality,5,5,,,,,,,,,,,
295,562,Directed,2948,,<[2010.0]>,"<[2010.0, 1.0]>",hotel,sports,4,3,,,,,,,,,,,
170,384,Directed,2949,,<[2010.0]>,"<[2010.0, 1.0]>",digital_entertainment,mmo_games,3,3,,,,,,,,,,,
81,205,Directed,2950,,<[2012.0]>,"<[2012.0, 1.0]>",chemical_engineering,energy,0,0,,,,,,,,,,,
187,507,Directed,2951,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",ediscovery,risk_management,5,1,,,,,,,,,,,
116,326,Directed,2952,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 3.0]>",construction,ios,0,3,,,,,,,,,,,
363,594,Directed,2953,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 2.0]>",manufacturing,tv,0,3,,,,,,,,,,,
456,566,Directed,2954,,<[2011.0]>,"<[2011.0, 1.0]>",predictive_analytics,supply_chain_management,5,0,,,,,,,,,,,
398,477,Directed,2955,,<[2010.0]>,"<[2010.0, 2.0]>",national_security,public_relations,0,3,,,,,,,,,,,
311,367,Directed,2956,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",industrial_engineering,market_research,0,3,,,,,,,,,,,
90,117,Directed,2957,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 12.0]; [2012.0, 6.0]>",cloud_computing,consulting,5,5,,,,,,,,,,,
76,260,Directed,2958,,<[2010.0]>,"<[2010.0, 1.0]>",casual_games,gamification,3,3,,,,,,,,,,,
315,513,Directed,2959,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 3.0]; [2012.0, 1.0]>",information_technology,satellite_communication,5,0,,,,,,,,,,,
27,615,Directed,2960,,<[2011.0]>,"<[2011.0, 1.0]>",apps,virtual_goods,3,3,,,,,,,,,,,
196,397,Directed,2961,,"<[2010.0, 2012.0]>","<[2010.0, 3.0]; [2012.0, 1.0]>",electronics,nanotechnology,0,0,,,,,,,,,,,
193,311,Directed,2962,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 1.0]; [2012.0, 2.0]>",electrical_distribution,industrial_engineering,0,0,,,,,,,,,,,
218,343,Directed,2963,,"<[2010.0, 2012.0]>","<[2010.0, 3.0]; [2012.0, 2.0]>",events,leisure,3,4,,,,,,,,,,,
120,532,Directed,2964,,<[2011.0]>,"<[2011.0, 1.0]>",consumer_electronics,simulation,0,5,,,,,,,,,,,
29,372,Directed,2965,,<[2011.0]>,"<[2011.0, 1.0]>",architecture,mechanical_engineering,5,0,,,,,,,,,,,
314,326,Directed,2966,,<[2012.0]>,"<[2012.0, 4.0]>",information_services,ios,5,3,,,,,,,,,,,
100,562,Directed,2967,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",collectibles,sports,4,3,,,,,,,,,,,
17,127,Directed,2968,,<[2012.0]>,"<[2012.0, 1.0]>",air_transportation,content,0,3,,,,,,,,,,,
525,642,Directed,2969,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",service_industry,wired_telecommunications,0,3,,,,,,,,,,,
2,494,Directed,2970,,<[2010.0]>,"<[2010.0, 1.0]>",accounting,renewable_energy,5,0,,,,,,,,,,,
556,617,Directed,2971,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 2.0]>",software,virtual_workforce,5,5,,,,,,,,,,,
36,197,Directed,2972,,<[2011.0]>,"<[2011.0, 1.0]>",auctions,email,4,3,,,,,,,,,,,
166,503,Directed,2973,,<[2011.0]>,"<[2011.0, 1.0]>",developer_platform,retail_technology,5,4,,,,,,,,,,,
221,625,Directed,2974,,<[2010.0]>,"<[2010.0, 3.0]>",facilities_support_services,water,0,0,,,,,,,,,,,
21,60,Directed,2975,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",android,brand_marketing,3,3,,,,,,,,,,,
92,543,Directed,2976,,<[2011.0]>,"<[2011.0, 1.0]>",cloud_infrastructure,social,5,3,,,,,,,,,,,
167,360,Directed,2977,,<[2010.0]>,"<[2010.0, 1.0]>",developer_tools,machinery_manufacturing,3,0,,,,,,,,,,,
564,585,Directed,2978,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",stock_exchanges,trading_platform,1,0,,,,,,,,,,,
270,385,Directed,2979,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",gps,mobile,3,3,,,,,,,,,,,
196,638,Directed,2980,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 4.0]>",electronics,wind_energy,0,0,,,,,,,,,,,
118,175,Directed,2981,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",consumer,direct_sales,4,4,,,,,,,,,,,
59,530,Directed,2982,,<[2010.0]>,"<[2010.0, 1.0]>",blogging_platforms,shopping,3,4,,,,,,,,,,,
27,594,Directed,2983,,<[2012.0]>,"<[2012.0, 1.0]>",apps,tv,3,3,,,,,,,,,,,
56,574,Directed,2984,,"<[2010.0, 2012.0]>","<[2010.0, 4.0]; [2012.0, 6.0]>",biotechnology,test_and_measurement,2,0,,,,,,,,,,,
185,314,Directed,2985,,<[2011.0]>,"<[2011.0, 1.0]>",e-learning,information_services,1,5,,,,,,,,,,,
174,556,Directed,2986,,<[2010.0]>,"<[2010.0, 2.0]>",direct_marketing,software,3,5,,,,,,,,,,,
312,398,Directed,2987,,<[2012.0]>,"<[2012.0, 3.0]>",industrial_manufacturing,national_security,0,0,,,,,,,,,,,
363,509,Directed,2988,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 1.0]>",manufacturing,saas,0,5,,,,,,,,,,,
290,471,Directed,2989,,<[2012.0]>,"<[2012.0, 1.0]>",home_services,professional_services,4,5,,,,,,,,,,,
196,589,Directed,2990,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 8.0]; [2012.0, 5.0]>",electronics,transportation,0,0,,,,,,,,,,,
183,560,Directed,2991,,<[2011.0]>,"<[2011.0, 1.0]>",e-commerce,speech_recognition,4,3,,,,,,,,,,,
15,367,Directed,2992,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",agriculture,market_research,0,3,,,,,,,,,,,
65,280,Directed,2993,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",building_material,health_care,0,2,,,,,,,,,,,
117,370,Directed,2994,,<[2011.0]>,"<[2011.0, 1.0]>",consulting,marketplace,5,4,,,,,,,,,,,
172,595,Directed,2995,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 2.0]>",digital_media,tv_production,3,3,,,,,,,,,,,
27,200,Directed,2996,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",apps,embedded_systems,3,3,,,,,,,,,,,
55,308,Directed,2997,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",biopharma,industrial,2,0,,,,,,,,,,,
33,315,Directed,2998,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 2.0]; [2012.0, 7.0]>",asset_management,information_technology,0,5,,,,,,,,,,,
335,382,Directed,2999,,<[2011.0]>,"<[2011.0, 1.0]>",laser,mining,0,0,,,,,,,,,,,
465,556,Directed,3000,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 16.0]; [2011.0, 29.0]; [2012.0, 22.0]>",product_design,software,0,5,,,,,,,,,,,
212,343,Directed,3001,,<[2012.0]>,"<[2012.0, 1.0]>",enterprise_software,leisure,5,4,,,,,,,,,,,
573,642,Directed,3002,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 1.0]; [2012.0, 1.0]>",telecommunications,wired_telecommunications,3,3,,,,,,,,,,,
48,556,Directed,3003,,<[2012.0]>,"<[2012.0, 3.0]>",beauty,software,4,5,,,,,,,,,,,
167,515,Directed,3004,,<[2010.0]>,"<[2010.0, 1.0]>",developer_tools,search_engine,3,3,,,,,,,,,,,
7,370,Directed,3005,,<[2010.0]>,"<[2010.0, 1.0]>",ad_targeting,marketplace,3,4,,,,,,,,,,,
155,183,Directed,3006,,<[2010.0]>,"<[2010.0, 1.0]>",data_mining,e-commerce,1,4,,,,,,,,,,,
48,374,Directed,3007,,<[2012.0]>,"<[2012.0, 2.0]>",beauty,medical,4,2,,,,,,,,,,,
183,244,Directed,3008,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 11.0]; [2011.0, 17.0]; [2012.0, 22.0]>",e-commerce,food_and_beverage,4,4,,,,,,,,,,,
282,341,Directed,3009,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",health_insurance,legal,2,5,,,,,,,,,,,
381,517,Directed,3010,,<[2012.0]>,"<[2012.0, 2.0]>",mineral,security,0,5,,,,,,,,,,,
293,490,Directed,3011,,<[2011.0]>,"<[2011.0, 2.0]>",hospital,recruiting,2,1,,,,,,,,,,,
59,556,Directed,3012,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 4.0]; [2012.0, 4.0]>",blogging_platforms,software,3,5,,,,,,,,,,,
485,500,Directed,3013,,<[2012.0]>,"<[2012.0, 1.0]>",real_estate,resorts,1,4,,,,,,,,,,,
98,446,Directed,3014,,<[2012.0]>,"<[2012.0, 1.0]>",collaboration,photography,5,3,,,,,,,,,,,
67,68,Directed,3015,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 1.0]; [2012.0, 3.0]>",business_information_systems,business_intelligence,5,5,,,,,,,,,,,
109,183,Directed,3016,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 8.0]; [2012.0, 2.0]>",communities,e-commerce,3,4,,,,,,,,,,,
209,261,Directed,3017,,<[2010.0]>,"<[2010.0, 1.0]>",enterprise,gaming,5,3,,,,,,,,,,,
97,601,Directed,3018,,<[2010.0]>,"<[2010.0, 2.0]>",coffee,vending_and_concessions,4,4,,,,,,,,,,,
173,199,Directed,3019,,<[2011.0]>,"<[2011.0, 1.0]>",digital_signage,embedded_software,3,5,,,,,,,,,,,
59,373,Directed,3020,,<[2011.0]>,"<[2011.0, 2.0]>",blogging_platforms,media_and_entertainment,3,3,,,,,,,,,,,
300,509,Directed,3021,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",iaas,saas,5,5,,,,,,,,,,,
268,507,Directed,3022,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",government,risk_management,5,1,,,,,,,,,,,
48,330,Directed,3023,,<[2010.0]>,"<[2010.0, 1.0]>",beauty,jewelry,4,4,,,,,,,,,,,
56,484,Directed,3024,,<[2011.0]>,"<[2011.0, 1.0]>",biotechnology,railroad,2,0,,,,,,,,,,,
42,419,Directed,3025,,<[2010.0]>,"<[2010.0, 1.0]>",b2b,online_portals,3,3,,,,,,,,,,,
