Source,Target,Type,Id,Label,timeset,Weight,source_label,target_label,source modularity,target modularity,,,,,3,0,5,4,1,2,
274,370,Directed,16543,,<[2012.0]>,"<[2012.0, 1.0]>",greentech,marketplace,0,4,,,,,,,,,,,
25,595,Directed,16544,,<[2011.0]>,"<[2011.0, 1.0]>",app_marketing,tv_production,3,3,,,,,,,,,,,
298,535,Directed,16545,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 5.0]>",human_resources,small_and_medium_businesses,1,5,,,,,,,,,,,
152,177,Directed,16546,,<[2011.0]>,"<[2011.0, 1.0]>",data_center,document_management,5,5,,,,,,,,,,,
27,370,Directed,16547,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",apps,marketplace,3,4,,,,,,,,,,,
193,585,Directed,16548,,<[2012.0]>,"<[2012.0, 1.0]>",electrical_distribution,trading_platform,0,0,,,,,,,,,,,
290,628,Directed,16549,,<[2012.0]>,"<[2012.0, 1.0]>",home_services,wearables,4,4,,,,,,,,,,,
206,415,Directed,16550,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 6.0]; [2012.0, 7.0]>",energy_efficiency,oil_and_gas,0,0,,,,,,,,,,,
167,171,Directed,16551,,<[2011.0]>,"<[2011.0, 1.0]>",developer_tools,digital_marketing,3,3,,,,,,,,,,,
10,108,Directed,16552,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 9.0]; [2012.0, 11.0]>",advertising,communications_infrastructure,3,3,,,,,,,,,,,
117,314,Directed,16553,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 23.0]; [2011.0, 31.0]; [2012.0, 33.0]>",consulting,information_services,5,5,,,,,,,,,,,
402,483,Directed,16554,,<[2010.0]>,"<[2010.0, 1.0]>",network_hardware,quantum_computing,5,5,,,,,,,,,,,
171,612,Directed,16555,,<[2010.0]>,"<[2010.0, 1.0]>",digital_marketing,video_streaming,3,3,,,,,,,,,,,
551,632,Directed,16556,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 3.0]; [2012.0, 2.0]>",social_media_marketing,web_development,3,3,,,,,,,,,,,
413,430,Directed,16557,,<[2012.0]>,"<[2012.0, 1.0]>",nutrition,packaging_services,2,0,,,,,,,,,,,
67,605,Directed,16558,,<[2012.0]>,"<[2012.0, 1.0]>",business_information_systems,video,5,3,,,,,,,,,,,
198,385,Directed,16559,,"<[2011.0, 2012.0]>","<[2011.0, 3.0]; [2012.0, 3.0]>",email_marketing,mobile,3,3,,,,,,,,,,,
145,630,Directed,16560,,<[2010.0]>,"<[2010.0, 1.0]>",crm,web_browsers,5,3,,,,,,,,,,,
197,352,Directed,16561,,<[2011.0]>,"<[2011.0, 1.0]>",email,local,3,3,,,,,,,,,,,
363,640,Directed,16562,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 7.0]; [2012.0, 5.0]>",manufacturing,wine_and_spirits,0,4,,,,,,,,,,,
171,373,Directed,16563,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 4.0]; [2012.0, 1.0]>",digital_marketing,media_and_entertainment,3,3,,,,,,,,,,,
174,637,Directed,16564,,<[2012.0]>,"<[2012.0, 1.0]>",direct_marketing,wholesale,3,0,,,,,,,,,,,
46,148,Directed,16565,,<[2011.0]>,"<[2011.0, 1.0]>",banking,cryptocurrency,1,1,,,,,,,,,,,
20,59,Directed,16566,,<[2012.0]>,"<[2012.0, 1.0]>",analytics,blogging_platforms,5,3,,,,,,,,,,,
32,162,Directed,16567,,<[2011.0]>,"<[2011.0, 1.0]>",artificial_intelligence,delivery,5,4,,,,,,,,,,,
109,612,Directed,16568,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",communities,video_streaming,3,3,,,,,,,,,,,
183,490,Directed,16569,,<[2011.0]>,"<[2011.0, 1.0]>",e-commerce,recruiting,4,1,,,,,,,,,,,
182,281,Directed,16570,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",dsp,health_diagnostics,3,2,,,,,,,,,,,
121,291,Directed,16571,,<[2012.0]>,"<[2012.0, 1.0]>",consumer_goods,homeland_security,0,5,,,,,,,,,,,
450,552,Directed,16572,,<[2011.0]>,"<[2011.0, 1.0]>",podcast,social_network,3,3,,,,,,,,,,,
36,66,Directed,16573,,<[2012.0]>,"<[2012.0, 1.0]>",auctions,business_development,4,5,,,,,,,,,,,
361,461,Directed,16574,,<[2010.0]>,"<[2010.0, 1.0]>",management_consulting,privacy,5,5,,,,,,,,,,,
301,318,Directed,16575,,<[2010.0]>,"<[2010.0, 1.0]>",identity_management,insurance,5,1,,,,,,,,,,,
238,632,Directed,16576,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 3.0]>",financial_services,web_development,1,3,,,,,,,,,,,
280,296,Directed,16577,,<[2011.0]>,"<[2011.0, 1.0]>",health_care,housekeeping_service,2,0,,,,,,,,,,,
406,505,Directed,16578,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 2.0]>",nfc,rfid,5,5,,,,,,,,,,,
171,485,Directed,16579,,<[2012.0]>,"<[2012.0, 1.0]>",digital_marketing,real_estate,3,1,,,,,,,,,,,
71,480,Directed,16580,,<[2012.0]>,"<[2012.0, 1.0]>",call_center,publishing,3,3,,,,,,,,,,,
464,556,Directed,16581,,"<[2011.0, 2012.0]>","<[2011.0, 4.0]; [2012.0, 1.0]>",procurement,software,5,5,,,,,,,,,,,
238,461,Directed,16582,,<[2011.0]>,"<[2011.0, 1.0]>",financial_services,privacy,1,5,,,,,,,,,,,
110,483,Directed,16583,,<[2011.0]>,"<[2011.0, 1.0]>",compliance,quantum_computing,5,5,,,,,,,,,,,
238,245,Directed,16584,,<[2012.0]>,"<[2012.0, 2.0]>",financial_services,food_delivery,1,4,,,,,,,,,,,
118,257,Directed,16585,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 8.0]; [2011.0, 14.0]; [2012.0, 14.0]>",consumer,funerals,4,4,,,,,,,,,,,
109,360,Directed,16586,,<[2012.0]>,"<[2012.0, 2.0]>",communities,machinery_manufacturing,3,0,,,,,,,,,,,
103,106,Directed,16587,,<[2011.0]>,"<[2011.0, 2.0]>",commercial,commercial_real_estate,0,1,,,,,,,,,,,
158,197,Directed,16588,,<[2010.0]>,"<[2010.0, 2.0]>",database,email,5,3,,,,,,,,,,,
320,485,Directed,16589,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",intellectual_property,real_estate,5,1,,,,,,,,,,,
183,211,Directed,16590,,<[2012.0]>,"<[2012.0, 1.0]>",e-commerce,enterprise_resource_planning_(erp),4,5,,,,,,,,,,,
437,485,Directed,16591,,<[2011.0]>,"<[2011.0, 1.0]>",peer_to_peer,real_estate,4,1,,,,,,,,,,,
86,204,Directed,16592,,<[2012.0]>,"<[2012.0, 1.0]>",classifieds,employment,3,1,,,,,,,,,,,
117,242,Directed,16593,,<[2011.0]>,"<[2011.0, 1.0]>",consulting,fleet_management,5,0,,,,,,,,,,,
66,388,Directed,16594,,<[2012.0]>,"<[2012.0, 1.0]>",business_development,mobile_devices,5,3,,,,,,,,,,,
103,214,Directed,16595,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",commercial,environmental_engineering,0,0,,,,,,,,,,,
309,517,Directed,16596,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",industrial_automation,security,0,5,,,,,,,,,,,
562,631,Directed,16597,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 3.0]>",sports,web_design,3,3,,,,,,,,,,,
10,353,Directed,16598,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 2.0]>",advertising,local_advertising,3,3,,,,,,,,,,,
406,502,Directed,16599,,<[2012.0]>,"<[2012.0, 1.0]>",nfc,retail,5,4,,,,,,,,,,,
60,530,Directed,16600,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",brand_marketing,shopping,3,4,,,,,,,,,,,
369,584,Directed,16601,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",marketing_automation,trade_shows,3,3,,,,,,,,,,,
374,530,Directed,16602,,<[2010.0]>,"<[2010.0, 1.0]>",medical,shopping,2,4,,,,,,,,,,,
71,142,Directed,16603,,<[2011.0]>,"<[2011.0, 1.0]>",call_center,credit,3,1,,,,,,,,,,,
15,323,Directed,16604,,<[2012.0]>,"<[2012.0, 1.0]>",agriculture,internet,0,3,,,,,,,,,,,
317,415,Directed,16605,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 7.0]; [2012.0, 9.0]>",innovation_management,oil_and_gas,0,0,,,,,,,,,,,
393,480,Directed,16606,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 7.0]; [2012.0, 2.0]>",music,publishing,3,3,,,,,,,,,,,
189,632,Directed,16607,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",education,web_development,1,3,,,,,,,,,,,
189,393,Directed,16608,,<[2011.0]>,"<[2011.0, 2.0]>",education,music,1,3,,,,,,,,,,,
309,558,Directed,16609,,<[2011.0]>,"<[2011.0, 1.0]>",industrial_automation,solar,0,0,,,,,,,,,,,
236,360,Directed,16610,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 3.0]>",finance,machinery_manufacturing,1,0,,,,,,,,,,,
193,287,Directed,16611,,<[2010.0]>,"<[2010.0, 1.0]>",electrical_distribution,home_health_care,0,2,,,,,,,,,,,
389,556,Directed,16612,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 4.0]; [2012.0, 2.0]>",mobile_payments,software,1,5,,,,,,,,,,,
212,285,Directed,16613,,<[2012.0]>,"<[2012.0, 1.0]>",enterprise_software,home_and_garden,5,4,,,,,,,,,,,
103,222,Directed,16614,,<[2011.0]>,"<[2011.0, 2.0]>",commercial,facility_management,0,0,,,,,,,,,,,
238,312,Directed,16615,,<[2010.0]>,"<[2010.0, 1.0]>",financial_services,industrial_manufacturing,1,0,,,,,,,,,,,
33,314,Directed,16616,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",asset_management,information_services,0,5,,,,,,,,,,,
20,43,Directed,16617,,<[2011.0]>,"<[2011.0, 1.0]>",analytics,b2c,5,4,,,,,,,,,,,
398,456,Directed,16618,,<[2011.0]>,"<[2011.0, 1.0]>",national_security,predictive_analytics,0,5,,,,,,,,,,,
421,543,Directed,16619,,<[2011.0]>,"<[2011.0, 1.0]>",operating_systems,social,5,3,,,,,,,,,,,
172,562,Directed,16620,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 9.0]; [2012.0, 6.0]>",digital_media,sports,3,3,,,,,,,,,,,
309,363,Directed,16621,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 19.0]; [2011.0, 22.0]; [2012.0, 36.0]>",industrial_automation,manufacturing,0,0,,,,,,,,,,,
330,562,Directed,16622,,<[2011.0]>,"<[2011.0, 1.0]>",jewelry,sports,4,3,,,,,,,,,,,
107,398,Directed,16623,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",communication_hardware,national_security,3,0,,,,,,,,,,,
491,619,Directed,16624,,<[2010.0]>,"<[2010.0, 1.0]>",recycling,virtualization,0,5,,,,,,,,,,,
374,385,Directed,16625,,<[2012.0]>,"<[2012.0, 1.0]>",medical,mobile,2,3,,,,,,,,,,,
369,387,Directed,16626,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",marketing_automation,mobile_apps,3,3,,,,,,,,,,,
382,566,Directed,16627,,<[2011.0]>,"<[2011.0, 1.0]>",mining,supply_chain_management,0,0,,,,,,,,,,,
20,197,Directed,16628,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",analytics,email,5,3,,,,,,,,,,,
15,482,Directed,16629,,<[2010.0]>,"<[2010.0, 1.0]>",agriculture,quality_assurance,0,0,,,,,,,,,,,
329,502,Directed,16630,,<[2011.0]>,"<[2011.0, 1.0]>",it_management,retail,5,4,,,,,,,,,,,
218,402,Directed,16631,,<[2011.0]>,"<[2011.0, 1.0]>",events,network_hardware,3,5,,,,,,,,,,,
312,637,Directed,16632,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 3.0]>",industrial_manufacturing,wholesale,0,0,,,,,,,,,,,
344,370,Directed,16633,,<[2012.0]>,"<[2012.0, 1.0]>",lending,marketplace,1,4,,,,,,,,,,,
254,502,Directed,16634,,<[2011.0]>,"<[2011.0, 1.0]>",fuel,retail,0,4,,,,,,,,,,,
91,316,Directed,16635,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",cloud_data_services,infrastructure,5,0,,,,,,,,,,,
56,415,Directed,16636,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",biotechnology,oil_and_gas,2,0,,,,,,,,,,,
172,218,Directed,16637,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 7.0]; [2012.0, 6.0]>",digital_media,events,3,3,,,,,,,,,,,
145,387,Directed,16638,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",crm,mobile_apps,5,3,,,,,,,,,,,
323,419,Directed,16639,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 14.0]; [2011.0, 9.0]; [2012.0, 11.0]>",internet,online_portals,3,3,,,,,,,,,,,
42,46,Directed,16640,,<[2012.0]>,"<[2012.0, 3.0]>",b2b,banking,3,1,,,,,,,,,,,
405,633,Directed,16641,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 2.0]>",news,web_hosting,3,5,,,,,,,,,,,
377,644,Directed,16642,,<[2010.0]>,"<[2010.0, 1.0]>",men's,women's,4,4,,,,,,,,,,,
535,643,Directed,16643,,"<[2011.0, 2012.0]>","<[2011.0, 3.0]; [2012.0, 1.0]>",small_and_medium_businesses,wireless,5,3,,,,,,,,,,,
300,315,Directed,16644,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 5.0]>",iaas,information_technology,5,5,,,,,,,,,,,
4,465,Directed,16645,,<[2011.0]>,"<[2011.0, 1.0]>",ad_network,product_design,3,0,,,,,,,,,,,
388,454,Directed,16646,,<[2012.0]>,"<[2012.0, 1.0]>",mobile_devices,power_grid,3,0,,,,,,,,,,,
502,535,Directed,16647,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",retail,small_and_medium_businesses,4,5,,,,,,,,,,,
154,401,Directed,16648,,<[2010.0]>,"<[2010.0, 1.0]>",data_integration,navigation,5,5,,,,,,,,,,,
46,389,Directed,16649,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 3.0]>",banking,mobile_payments,1,1,,,,,,,,,,,
206,316,Directed,16650,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",energy_efficiency,infrastructure,0,0,,,,,,,,,,,
236,552,Directed,16651,,<[2011.0]>,"<[2011.0, 1.0]>",finance,social_network,1,3,,,,,,,,,,,
323,368,Directed,16652,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 34.0]; [2011.0, 26.0]; [2012.0, 26.0]>",internet,marketing,3,3,,,,,,,,,,,
98,543,Directed,16653,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",collaboration,social,5,3,,,,,,,,,,,
209,477,Directed,16654,,<[2011.0]>,"<[2011.0, 1.0]>",enterprise,public_relations,5,3,,,,,,,,,,,
74,238,Directed,16655,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",career_planning,financial_services,5,1,,,,,,,,,,,
120,329,Directed,16656,,<[2011.0]>,"<[2011.0, 1.0]>",consumer_electronics,it_management,0,5,,,,,,,,,,,
374,611,Directed,16657,,<[2011.0]>,"<[2011.0, 1.0]>",medical,video_on_demand,2,3,,,,,,,,,,,
127,308,Directed,16658,,<[2012.0]>,"<[2012.0, 1.0]>",content,industrial,3,0,,,,,,,,,,,
29,556,Directed,16659,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 10.0]; [2012.0, 8.0]>",architecture,software,5,5,,,,,,,,,,,
298,484,Directed,16660,,<[2012.0]>,"<[2012.0, 1.0]>",human_resources,railroad,1,0,,,,,,,,,,,
40,98,Directed,16661,,<[2010.0]>,"<[2010.0, 1.0]>",automotive,collaboration,0,5,,,,,,,,,,,
279,491,Directed,16662,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",hardware,recycling,5,0,,,,,,,,,,,
108,250,Directed,16663,,<[2012.0]>,"<[2012.0, 1.0]>",communications_infrastructure,fraud_detection,3,5,,,,,,,,,,,
218,294,Directed,16664,,"<[2011.0, 2012.0]>","<[2011.0, 3.0]; [2012.0, 2.0]>",events,hospitality,3,4,,,,,,,,,,,
116,289,Directed,16665,,<[2012.0]>,"<[2012.0, 6.0]>",construction,home_renovation,0,4,,,,,,,,,,,
359,566,Directed,16666,,<[2011.0]>,"<[2011.0, 1.0]>",machine_learning,supply_chain_management,5,0,,,,,,,,,,,
100,370,Directed,16667,,<[2012.0]>,"<[2012.0, 1.0]>",collectibles,marketplace,4,4,,,,,,,,,,,
8,558,Directed,16668,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",advanced_materials,solar,0,0,,,,,,,,,,,
103,205,Directed,16669,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 7.0]; [2011.0, 9.0]; [2012.0, 9.0]>",commercial,energy,0,0,,,,,,,,,,,
303,602,Directed,16670,,"<[2011.0, 2012.0]>","<[2011.0, 3.0]; [2012.0, 4.0]>",impact_investing,venture_capital,1,1,,,,,,,,,,,
146,578,Directed,16671,,<[2012.0]>,"<[2012.0, 1.0]>",crowdfunding,therapeutics,1,2,,,,,,,,,,,
295,590,Directed,16672,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 8.0]; [2011.0, 11.0]; [2012.0, 5.0]>",hotel,travel,4,4,,,,,,,,,,,
226,589,Directed,16673,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",farming,transportation,0,0,,,,,,,,,,,
48,565,Directed,16674,,<[2012.0]>,"<[2012.0, 2.0]>",beauty,subscription_service,4,3,,,,,,,,,,,
27,591,Directed,16675,,<[2012.0]>,"<[2012.0, 1.0]>",apps,travel_accommodations,3,4,,,,,,,,,,,
111,430,Directed,16676,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 2.0]>",computer,packaging_services,5,0,,,,,,,,,,,
109,352,Directed,16677,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 3.0]>",communities,local,3,3,,,,,,,,,,,
428,465,Directed,16678,,<[2012.0]>,"<[2012.0, 1.0]>",outsourcing,product_design,5,0,,,,,,,,,,,
183,644,Directed,16679,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 1.0]>",e-commerce,women's,4,4,,,,,,,,,,,
341,573,Directed,16680,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 2.0]>",legal,telecommunications,5,3,,,,,,,,,,,
227,349,Directed,16681,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 4.0]>",fashion,lingerie,4,4,,,,,,,,,,,
66,163,Directed,16682,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 1.0]; [2012.0, 1.0]>",business_development,delivery_service,5,4,,,,,,,,,,,
116,508,Directed,16683,,<[2010.0]>,"<[2010.0, 1.0]>",construction,robotics,0,5,,,,,,,,,,,
120,405,Directed,16684,,<[2010.0]>,"<[2010.0, 1.0]>",consumer_electronics,news,0,3,,,,,,,,,,,
337,484,Directed,16685,,<[2010.0]>,"<[2010.0, 1.0]>",law_enforcement,railroad,5,0,,,,,,,,,,,
314,419,Directed,16686,,<[2011.0]>,"<[2011.0, 1.0]>",information_services,online_portals,5,3,,,,,,,,,,,
12,368,Directed,16687,,<[2012.0]>,"<[2012.0, 1.0]>",advice,marketing,5,3,,,,,,,,,,,
316,602,Directed,16688,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 1.0]>",infrastructure,venture_capital,0,1,,,,,,,,,,,
170,212,Directed,16689,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",digital_entertainment,enterprise_software,3,5,,,,,,,,,,,
128,315,Directed,16690,,<[2012.0]>,"<[2012.0, 1.0]>",content_creators,information_technology,3,5,,,,,,,,,,,
98,301,Directed,16691,,<[2010.0]>,"<[2010.0, 1.0]>",collaboration,identity_management,5,5,,,,,,,,,,,
311,347,Directed,16692,,<[2012.0]>,"<[2012.0, 1.0]>",industrial_engineering,lifestyle,0,4,,,,,,,,,,,
244,594,Directed,16693,,<[2012.0]>,"<[2012.0, 1.0]>",food_and_beverage,tv,4,3,,,,,,,,,,,
283,362,Directed,16694,,<[2010.0]>,"<[2010.0, 1.0]>",hedge_funds,management_information_systems,1,5,,,,,,,,,,,
129,183,Directed,16695,,<[2010.0]>,"<[2010.0, 1.0]>",content_delivery_network,e-commerce,3,4,,,,,,,,,,,
2,98,Directed,16696,,<[2012.0]>,"<[2012.0, 1.0]>",accounting,collaboration,5,5,,,,,,,,,,,
279,454,Directed,16697,,<[2011.0]>,"<[2011.0, 1.0]>",hardware,power_grid,5,0,,,,,,,,,,,
368,588,Directed,16698,,<[2011.0]>,"<[2011.0, 1.0]>",marketing,translation_service,3,5,,,,,,,,,,,
88,410,Directed,16699,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",cleantech,nuclear,0,0,,,,,,,,,,,
4,227,Directed,16700,,<[2010.0]>,"<[2010.0, 1.0]>",ad_network,fashion,3,4,,,,,,,,,,,
118,561,Directed,16701,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",consumer,sporting_goods,4,4,,,,,,,,,,,
42,357,Directed,16702,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 9.0]; [2011.0, 13.0]; [2012.0, 12.0]>",b2b,logistics,3,0,,,,,,,,,,,
244,435,Directed,16703,,<[2010.0]>,"<[2010.0, 1.0]>",food_and_beverage,payments,4,1,,,,,,,,,,,
117,152,Directed,16704,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",consulting,data_center,5,5,,,,,,,,,,,
383,503,Directed,16705,,<[2011.0]>,"<[2011.0, 1.0]>",mining_technology,retail_technology,0,4,,,,,,,,,,,
103,375,Directed,16706,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 2.0]>",commercial,medical_device,0,2,,,,,,,,,,,
369,483,Directed,16707,,<[2010.0]>,"<[2010.0, 1.0]>",marketing_automation,quantum_computing,3,5,,,,,,,,,,,
429,548,Directed,16708,,<[2011.0]>,"<[2011.0, 1.0]>",paas,social_media,3,3,,,,,,,,,,,
415,573,Directed,16709,,<[2011.0]>,"<[2011.0, 3.0]>",oil_and_gas,telecommunications,0,3,,,,,,,,,,,
271,279,Directed,16710,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",gpu,hardware,3,5,,,,,,,,,,,
47,208,Directed,16711,,<[2010.0]>,"<[2010.0, 2.0]>",battery,energy_storage,0,0,,,,,,,,,,,
274,546,Directed,16712,,<[2012.0]>,"<[2012.0, 1.0]>",greentech,social_entrepreneurship,0,3,,,,,,,,,,,
92,152,Directed,16713,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 2.0]>",cloud_infrastructure,data_center,5,5,,,,,,,,,,,
11,446,Directed,16714,,<[2011.0]>,"<[2011.0, 1.0]>",advertising_platforms,photography,3,3,,,,,,,,,,,
357,472,Directed,16715,,<[2010.0]>,"<[2010.0, 1.0]>",logistics,project_management,0,0,,,,,,,,,,,
374,573,Directed,16716,,"<[2010.0, 2012.0]>","<[2010.0, 5.0]; [2012.0, 2.0]>",medical,telecommunications,2,3,,,,,,,,,,,
281,315,Directed,16717,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 3.0]; [2012.0, 3.0]>",health_diagnostics,information_technology,2,5,,,,,,,,,,,
224,368,Directed,16718,,<[2010.0]>,"<[2010.0, 1.0]>",fantasy_sports,marketing,3,3,,,,,,,,,,,
268,298,Directed,16719,,<[2012.0]>,"<[2012.0, 1.0]>",government,human_resources,5,1,,,,,,,,,,,
62,398,Directed,16720,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",broadcasting,national_security,3,0,,,,,,,,,,,
356,403,Directed,16721,,<[2011.0]>,"<[2011.0, 1.0]>",location_based_services,network_security,3,5,,,,,,,,,,,
160,183,Directed,16722,,<[2011.0]>,"<[2011.0, 2.0]>",debit_cards,e-commerce,1,4,,,,,,,,,,,
472,485,Directed,16723,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",project_management,real_estate,0,1,,,,,,,,,,,
368,583,Directed,16724,,<[2011.0]>,"<[2011.0, 1.0]>",marketing,toys,3,3,,,,,,,,,,,
315,399,Directed,16725,,<[2012.0]>,"<[2012.0, 1.0]>",information_technology,natural_language_processing,5,3,,,,,,,,,,,
515,523,Directed,16726,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 4.0]; [2012.0, 9.0]>",search_engine,seo,3,3,,,,,,,,,,,
363,612,Directed,16727,,<[2012.0]>,"<[2012.0, 1.0]>",manufacturing,video_streaming,0,3,,,,,,,,,,,
95,616,Directed,16728,,<[2012.0]>,"<[2012.0, 1.0]>",cloud_storage,virtual_reality,5,5,,,,,,,,,,,
29,385,Directed,16729,,<[2012.0]>,"<[2012.0, 2.0]>",architecture,mobile,5,3,,,,,,,,,,,
330,548,Directed,16730,,<[2011.0]>,"<[2011.0, 1.0]>",jewelry,social_media,4,3,,,,,,,,,,,
285,403,Directed,16731,,<[2012.0]>,"<[2012.0, 1.0]>",home_and_garden,network_security,4,5,,,,,,,,,,,
244,563,Directed,16732,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 1.0]>",food_and_beverage,staffing_agency,4,1,,,,,,,,,,,
121,212,Directed,16733,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 2.0]>",consumer_goods,enterprise_software,0,5,,,,,,,,,,,
448,624,Directed,16734,,<[2010.0]>,"<[2010.0, 2.0]>",plastics_and_rubber_manufacturing,waste_management,0,0,,,,,,,,,,,
477,567,Directed,16735,,<[2012.0]>,"<[2012.0, 1.0]>",public_relations,sustainability,3,0,,,,,,,,,,,
166,324,Directed,16736,,"<[2010.0, 2011.0]>","<[2010.0, 3.0]; [2011.0, 2.0]>",developer_platform,internet_of_things,5,3,,,,,,,,,,,
